StationNbr,Name,City,RegionalOffice,County,ConnectDate,DisconnectDate,IsActive,IsEtoStation,Elevation,GroundCover,HmsLatitude,HmsLongitude,SitingDesc,lat,lon,elev_ft,connect,disconnect,elev_m,dist_to_almond_km,in_window
265,Paso Robles,Paso Robles,Southern Region Office,San Luis Obispo,3/1/2022,12/31/2050,True,True,764,Grass,35º41'32N / 35.692266,-120º38'55W / -120.64855,"<p style=""margin: 0px; text-align: left;""><br />
</p>DATE: 04-27-22<br />
 <br />
 <br />
 STATION #:&nbsp; 265<br />
 STATION NAME:&nbsp; Paso Robles<br />
 <br />
 <br />
 ETO ZONE:&nbsp; 16<br />
 PREVAILING WINDS:&nbsp; Northwest<br />
 <br />
 <br />
 LOCAL CHARACTER:&nbsp; Located in Northern San Luis Obispo county along the central coast, the Paso region lies just east of the Salinas River and includes roughly 65 square miles of agriculture (predominantly vineyard).<br />
 DESCRIPTION OF STATION SITE: The field where the station is located is irrigated pasture, and the surrounding fields are vineyard.&nbsp; &nbsp;<br />
 <br />
 <br />
 NORTH:&nbsp;<br />
 1,000 feet of irrigated pasture.<br />
 <br />
 <br />
 EAST:&nbsp;<br />
 950 feet irrigated pasture, dirt road, then vineyard.<br />
 <br />
 <br />
 SOUTH:&nbsp;<br />
 290 feet irrigated pasture, dirt road, then vineyard.&nbsp;<br />
 <br />
 <br />
 WEST:<br />
 334 feet irrigated pasture<br />
 <br />
 <br />
 COMMENTS:&nbsp; Representing a microclimate that contains many agricultural operations, this ETo data will provide valuable information and insight to growers in the area.<br />",35.692266,-120.64855,764,2022-03-01,2050-12-31,232.86720000000003,5.17,True
266,Shandon,Shandon,Southern Region Office,San Luis Obispo,8/1/2022,12/31/2050,True,True,1105,Grass,35º38'38N / 35.643787,-120º24'12W / -120.403229,,35.643787,-120.403229,1105,2022-08-01,2050-12-31,336.80400000000003,12.04,True
267,Johnstonville,Johnstonville,Northern Region Office,Lassen,4/27/2022,12/31/2050,True,True,4112,Grass,40º21'52N / 40.364578,-120º33'34W / -120.559397,,40.364578,-120.559397,4112,2022-04-27,2050-12-31,1253.3376,126.78,True
268,Nubieber,Nubieber,Northern Region Office,Lassen,11/22/2023,12/31/2050,True,True,4122,Grass,41º6'21N / 41.105901,-121º9'57W / -121.165701,"<span style=""font-size: 13.3333px;"">DATE: 11-22-23</span><br style=""font-size: 13.3333px;"" />
STATION #:&nbsp; 268<br />
 STATION NAME:&nbsp; Nubieber<br />
 <br />
 ETO ZONE:&nbsp; 7<br />
 PREVAILING WINDS:&nbsp; W<br />
 <br />
 LOCAL CHARACTER:&nbsp; Remote area in the Northeast Plateau area of California, Lassen County. It is an agricultural/recreation region, with hay and rangelands.<br />
 DESCRIPTION OF STATION SITE: Located on Bieber Ranch in the corner of a large pasture. Sensors are protected from livestock by a cattle fence enlosure.&nbsp; &nbsp; &nbsp;<br />
 <br />
 NORTH:&nbsp;<br />
 280 feet irrigated pasture.<br />
 <br />
 EAST:&nbsp;<br />
 1000 feet irrigated pasture.<br />
 <br />
 SOUTH:&nbsp;<br />
 810 feet irrigated pasture.&nbsp;<br />
 <br />
 WEST:<br />
 270 feet irrigated pasture.<br />
 <br />
 COMMENTS:&nbsp; Large, well maintained pasture.&nbsp;<br />",41.105901,-121.165701,4122,2023-11-22,2050-12-31,1256.3856,120.12,True
269,Los Banos II,Los Banos,South Central Region Office,Merced,10/20/2025,12/31/2050,True,True,84,Grass,37º6'32N / 37.108935,-120º47'51W / -120.797387,"DATE: 10-23-25<br />
 STATION #: 269<br />
 STATION NAME: Los Banos II<br />
 ETO ZONE: 15 North<br />
 PREVAILING WINDS: NW<br />
 LOCAL CHARACTER: Primarily surrounded by the Los Banos Waterfowl Management Area, there are also large fields of cotton, grapes, and other farming operations.<br />
 DESCRIPTION OF STATION SITE: Located between two large flood-irrigated pastures. The grass will be grazed to a general height of approximately 12 inches. <br />
 NORTH: <br />
 500 feet irrigated turf.<br />
 EAST: <br />
 200 feet irrigated turf.<br />
 SOUTH: <br />
 500 feet irrigated turf. <br />
 WEST:<br />
 200 feet irrigated turf.<br />
 COMMENTS: The station is remote to access, so dirt/muddy clay roads can impede maintenance in the rainy season. This station replaces the Los Banos #56 station, which has 34 years of data and was located 2.5 miles to the southeast.<br />",37.108935,-120.797387,84,2025-10-20,2050-12-31,25.6032,3.71,False
270,Tulare COS,Tulare,South Central Region Office,Tulare,11/20/2025,12/31/2050,True,True,285,Grass,36º11'22N / 36.189399,-119º17'7W / -119.285207,,36.189399,-119.285207,285,2025-11-20,2050-12-31,86.86800000000001,0.17,False
271,Pauma Valley,Pauma Valley,Southern Region Office,San Diego,4/10/2025,12/31/2050,True,True,781,Grass,33º17'58N / 33.299583,-116º58'47W / -116.979719,"<span style=""font-size: 13.3333px;"">DATE: 04-7-25</span><br style=""font-size: 13.3333px;"" />
STATION #:&nbsp; 271<br />
 STATION NAME:&nbsp; Pauma Valley<br />
 <br />
 ETO ZONE:&nbsp; 9<br />
 PREVAILING WINDS:&nbsp; NW<br />
 <br />
 LOCAL CHARACTER:&nbsp; Located in northern San Diego County, just west of the Palomar Mountains.&nbsp; Several Indian Reservations, such as that of the Pauma Band of Luiseno Indians, and the La Jolla Band of Luiseno Indians, are headquartered in this valley.&nbsp; The agricultural valley has farms, citrus and avocado orchards, as well as a country club and tribal casinos.&nbsp; &nbsp;Mild winters and warm summers take advantage of proximity to the Pacific Ocean influence.&nbsp;<br />
 <br />
 DESCRIPTION OF STATION SITE: The Pauma Valley Country Club was completed in 1960 with the course roughly straddling the San Luis Rey River.&nbsp; The CIMIS station is located in the southern portion of the course, centrally, about 70 feet from the channelized portion of the river.&nbsp;<br />
 <br />
 NORTH:&nbsp;<br />
 365 feet irrigated turf, then residences.<br />
 <br />
 EAST:&nbsp;<br />
 500 feet irrigated turf, then residences.<br />
 <br />
 SOUTH:&nbsp;<br />
 530 feet irrigated turf, then residences.<br />
 <br />
 WEST:<br />
 875 feet irrigated turf, then residences.<br />
 <br />
 COMMENTS:&nbsp; As golf courses generally are designed, there are trees, sand traps, sidewalks, and in this case a channelized water feature.&nbsp; The measurements above took into account the full reference site of irrigated grass.&nbsp; It is possible that the station microclimate will be more affected by the trees 100ft to the north, or shading from trees 180ft to the east and west. But the prevailing wind from the NW should moderate those obstructions.&nbsp; &nbsp;Note, flagging for the first 5 years will be linked to station 153's historical averages.&nbsp;",33.299583,-116.979719,781,2025-04-10,2050-12-31,238.0488,218.95,False
272,Anderson,Anderson,Northern Region Office,Shasta,9/10/2025,12/31/2050,True,True,438,Grass,40º26'6N / 40.434911,-122º14'51W / -122.247425,,40.434911,-122.247425,438,2025-09-10,2050-12-31,133.5024,9.87,False
273,WildHawk,Elk Grove,North Central Region Office,Sacramento,11/1/2024,12/31/2050,True,True,80,Grass,38º28'47N / 38.479722,-121º18'53W / -121.314722,"DATE: 11-01-24<br />
 STATION #:&nbsp; 273<br />
 STATION NAME:&nbsp; WildHawk<br />
 <br />
 ETO ZONE:&nbsp; 14 North<br />
 PREVAILING WINDS:&nbsp; SE<br />
 <br />
 LOCAL CHARACTER:&nbsp; Located centrally in Sacramento County, just north of the City of Elk Grove.&nbsp; WildHawk is a golf course in the Southgate Recreation and Park District, which serves much of the old town of Florin along with other unincorporated communities such as Vineyard, Vintage Park, and Fruitridge. Historically, Florin was strawberry fields, vineyards, dairies, and suburbs outside of the City of Sacramento.&nbsp; Still busy agriculturally, it is now halfway urbanized with industrial areas including mines and rangelands. Mild, wet winters and humid, hot summers with relief from consistent delta breezes makes this area a magnet for newcomers.&nbsp;<br />
 <br />
 DESCRIPTION OF STATION SITE: The WildHawk Golf Club was completed in 1997 in what was a rural area of the county.&nbsp; Now almost surrounded by new homes, it still maintains its new feel.&nbsp; The Station is sited centrally, just off fairways to the north of the clubhouse, and should enjoy minimal disturbance and a well maintained reference grass surface.&nbsp; &nbsp; &nbsp;<br />
 <br />
 NORTH:&nbsp;<br />
 700 feet irrigated turf.<br />
 <br />
 EAST:&nbsp;<br />
 800 feet irrigated turf.<br />
 <br />
 SOUTH:&nbsp;<br />
 5500 feet irrigated turf.&nbsp;<br />
 <br />
 WEST:<br />
 400 feet irrigated turf.<br />
 <br />
 COMMENTS:&nbsp; Situated centrally in the northern part of the course, trees and shrubs that could interrupt wind flow may be present. ETo data will provide valuable information and insight to growers in the area. Quality control reference will be used from Station 131 in Fair Oaks for the first 5 years of data collection.<br />",38.479722,-121.314722,80,2024-11-01,2050-12-31,24.384,7.3,True
275,Palm Springs,Palm Springs,Southern Region Office,Riverside,9/9/2026,9/8/2050,True,True,406,Grass,33º49'39N / 33.82741,-116º29'49W / -116.49707,,33.82741,-116.49707,406,2026-09-09,2050-09-08,123.7488,175.13,False
276,Cuyama North,New Cuyama,Southern Region Office,Santa Barbara,1/21/2026,1/1/2051,True,True,2011,Grass,34º58'2N / 34.967222,-119º42'59W / -119.716389,,34.967222,-119.716389,2011,2026-01-21,2051-01-01,612.9528,35.87,False
277,Cuyama South,Ventucopa,Southern Region Office,Ventura,1/22/2026,7/30/2050,True,True,3167,Grass,34º46'16N / 34.771111,-119º25'39W / -119.4275,,34.771111,-119.4275,3167,2026-01-22,2050-07-30,965.3016,35.39,False
